dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'electricity/D/short', 'tabpfn_ts_local',-1, 1680339607.8472073, 1680339607.8472073, 4627.7437117117115, 1.5132466602580654, 0.24144819167397039, 0.09768155512079463, 14.767405290778328, 40991.94564603158, 0.6736338335159039, 0.07604920156677836, 0.06270593840093679, 'Energy', 1
'electricity/D/short', 'tabpfn_ts_local', 1, 1243654973.8505225, 1243654973.8505225, 4467.310702702703, 1.5382608563625417, 0.3161109755289855, 0.10089395966400971, 12.9805130107121, 35265.49267840338, 0.5795291891952371, 0.07341275430432223, 0.05805219888632941, 'Energy', 1
'electricity/D/short', 'tabpfn_ts_local', 2, 1276503555.560937, 1276503555.560937, 4370.045855855856, 1.4651488487579636, 0.34412415711872135, 0.097016821509009, 12.245922835374792, 35728.18992841559, 0.587132841995093, 0.07181436977743112, 0.05720942341839614, 'Energy', 1
'electricity/D/short', 'tabpfn_ts_local', 3, 1199718146.001874, 1199718146.001874, 4345.757193693694, 1.501562510045883, 0.2678222335872877, 0.09796783612225507, 12.609435700951378, 34636.947700423516, 0.5692001073138861, 0.0714152263763212, 0.05612433935980269, 'Energy', 1
'electricity/D/short', 'tabpfn_ts_local', 4, 1216770010.6978018, 1216770010.6978018, 4347.918898648649, 1.5037825586569589, 0.30825350783784733, 0.09823789331934474, 12.654410493600269, 34882.230586615326, 0.5732309199117563, 0.07145075036945661, 0.05620821419456217, 'Energy', 1
'electricity/D/short', 'tabpfn_ts_local', 5, 1179444617.4374053, 1179444617.4374053, 4337.886407657657, 1.5064013723485363, 0.330766811254851, 0.09902831756316864, 12.513203832729724, 34343.04321747572, 0.5643702803706804, 0.07128588321666682, 0.05641533977836893, 'Energy', 1
