dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'loop_seattle/D/short', 'tabpfn_ts_local',-1, 19.556472271268706, 19.556472271268706, 3.0481604797552246, 0.9140277055905061, 0.057527675963284675, 0.05622332487313002, 7.3000137486299295, 4.422270035996073, 0.07903187435402097, 0.05447470056917191, 0.043656446018760536, 'Transport', 1
'loop_seattle/D/short', 'tabpfn_ts_local', 1, 20.78835532362616, 20.78835532362616, 3.2058447114454336, 0.9676356484383545, 0.0605499736049719, 0.05900264519533013, 7.9039361856342465, 4.559424889569534, 0.0814830148466708, 0.057292728479071804, 0.04644159119265687, 'Transport', 1
'loop_seattle/D/short', 'tabpfn_ts_local', 2, 21.041023586655058, 21.041023586655058, 3.3432027243977362, 1.0069604951977325, 0.06248014428421194, 0.06139237272973154, 8.268070625197307, 4.587049551362516, 0.08197670446356989, 0.059747499701272674, 0.04774558045468799, 'Transport', 1
'loop_seattle/D/short', 'tabpfn_ts_local', 3, 20.101226548390738, 20.101226548390738, 3.1599966137770896, 0.9521689902486002, 0.05980045448515806, 0.05825711398916963, 9.391465605950975, 4.483439142933775, 0.08012504802602612, 0.05647336171385814, 0.0462784414458303, 'Transport', 1
'loop_seattle/D/short', 'tabpfn_ts_local', 4, 18.960740625403123, 18.960740625403123, 2.982992569457882, 0.9016861007516855, 0.05569197041577476, 0.05504950296029956, 9.125137646644301, 4.3543932557134895, 0.07781882559689315, 0.05331006293813371, 0.0440668083418254, 'Transport', 1
'loop_seattle/D/short', 'tabpfn_ts_local', 5, 19.284279308968653, 19.284279308968653, 3.1006291723103714, 0.9373197019512861, 0.05855514361024272, 0.057177755633374856, 7.628610937862142, 4.391386945939591, 0.07847995227030814, 0.05541238621111262, 0.04457386294184303, 'Transport', 1
