dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'saugeen/D/short', 'tabpfn_ts_local',-1, 962.125, 962.125, 13.892664388020833, 3.085061954393417, 0.48089192708333334, 0.40595901489257813, 27.177590645242056, 31.018139853962875, 1.0046849404199276, 0.4499867096694878, 0.36894353263785334, 'Nature', 1
'saugeen/D/short', 'tabpfn_ts_local',1, 1050.2259375, 1050.2259375, 13.3601123046875, 2.9674686853458287, 0.3848154958089193, 0.372510732014974, 22.627150612383776, 32.40718959582889, 1.0496765925214857, 0.4327372208015762, 0.3496008658409626, 'Nature', 1
'saugeen/D/short', 'tabpfn_ts_local',2, 1048.7603125, 1048.7603125, 13.363683268229167, 2.968260366961778, 0.3862871551513672, 0.373057378133138, 22.69045082208133, 32.384569049162906, 1.0489439076252804, 0.43285288516152787, 0.34983778401211135, 'Nature', 1
'saugeen/D/short', 'tabpfn_ts_local',3, 1052.925625, 1052.925625, 13.423912760416666, 2.9816367881296926, 0.3926517740885417, 0.3756627400716146, 23.054402835634345, 32.44881546374228, 1.0510248643012052, 0.4348037327640861, 0.3519677491305365, 'Nature', 1
'saugeen/D/short', 'tabpfn_ts_local',4, 1204.1233333333332, 1204.1233333333332, 13.743444010416667, 3.053288394173613, 0.34034810384114583, 0.3656848653157552, 30.997539262857966, 34.70048030407264, 1.123956824973371, 0.4451534260848331, 0.36598370523761886, 'Nature', 1
'saugeen/D/short', 'tabpfn_ts_local',5, 1082.8021875, 1082.8021875, 13.490192057291667, 2.99647515360545, 0.379135487874349, 0.37283665974934893, 22.643393148438673, 32.905959756554736, 1.065831876867077, 0.4369505349819318, 0.35275106822302776, 'Nature', 1
