dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'hospital/M/short', 'tabpfn_ts_local', -1, 3643.3427653737504, 3643.3427653737504, 18.777851129603977, 0.7641135406495067, 0.1928042171831392, 0.17381567376844265, 5.258458411325157, 60.36010905700677, 0.21912121234953028, 0.06816796008356751, 0.05374897326662861, 'Healthcare', 1
'hospital/M/short', 'tabpfn_ts_local', 1,3779.014803346371, 3779.014803346371, 18.92474527039874, 0.7848388031287387, 0.20635446451478084, 0.17736540043784038, 5.172228710457424, 61.47369196124771, 0.22316377688165417, 0.06870121992555342, 0.05479846328722876, 'Healthcare', 1
'hospital/M/short', 'tabpfn_ts_local', 2, 3271.1205250434596, 3271.1205250434596, 18.130278785039113, 0.7604623758175273, 0.19629583478958282, 0.17254963277578872, 5.057122004608679, 57.19371053746609, 0.2076264504409951, 0.06581712209732288, 0.052124798109217586, 'Healthcare', 1
'hospital/M/short', 'tabpfn_ts_local', 3, 3851.711905149935, 3851.711905149935, 18.740455491498263, 0.779251548655506, 0.20697288728703214, 0.17587305804223197, 5.125663142937588, 62.06216162163492, 0.22530005839985323, 0.06803220523344673, 0.0535635356916419, 'Healthcare', 1
'hospital/M/short', 'tabpfn_ts_local', 4, 3821.9284686006085, 3821.9284686006085, 18.736263933310244, 0.7709149968461014, 0.20081892266370896, 0.1742610301416058, 5.127314476476799, 61.82174753758267, 0.22442729944718667, 0.06801698890388502, 0.053414612189270565, 'Healthcare', 1
'hospital/M/short', 'tabpfn_ts_local', 5, 3676.8447210451977, 3676.8447210451977, 18.161466184878858, 0.7691764056133632, 0.20225410428268917, 0.1744891410804427, 5.049819675144158, 60.636991358783604, 0.22012635940097394, 0.06593033960089731, 0.05206587735119001, 'Healthcare', 1
