dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'us_births/W/short', 'tabpfn_ts_local',-1, 2460118.285714286, 2460118.285714286, 1214.952845982143, 1.1050391286646875, 0.01652488112449646, 0.016634292900562286, 7.246829888570796, 1568.4764217909958, 0.021291913629758068, 0.01649286575270407, 0.012602202038814254, 'Healthcare', 1
'us_births/W/short', 'tabpfn_ts_local', 1, 2180723.5714285714, 2180723.5714285714, 1169.1866629464287, 1.0631287286287108, 0.01585052055971963, 0.015961734311921254, 7.16129549671961, 1476.727317898796, 0.02004642854082714, 0.015871594305571043, 0.012262272433535502, 'Healthcare', 1
'us_births/W/short', 'tabpfn_ts_local', 2, 2224434.1428571427, 2224434.1428571427, 1183.4949776785713, 1.0762162442115653, 0.016043878027371, 0.016168386808463504, 7.44801718854359, 1491.4537012113863, 0.020246337750308496, 0.0160658282750663, 0.012396224028404674, 'Healthcare', 1
'us_births/W/short', 'tabpfn_ts_local', 3, 2142754.8571428573, 2142754.8571428573, 1138.48974609375, 1.035820113487096, 0.015465702329363142, 0.015582178320203508, 6.813916693541708, 1463.815171783261, 0.019871147423401823, 0.015454886669264483, 0.01195219385077816, 'Healthcare', 1
'us_births/W/short', 'tabpfn_ts_local', 4, 2860150.0, 2860150.0, 1309.7935267857142, 1.1903173400737914, 0.017662357006754194, 0.01775926777294704, 9.102670336049066, 1691.197800376999, 0.022957844310688768, 0.01778031869506407, 0.014317419243810628, 'Healthcare', 1
'us_births/W/short', 'tabpfn_ts_local', 5, 2818206.285714286, 2818206.285714286, 1366.0711495535713, 1.2419563747444253, 0.018431931734085083, 0.01857470614569528, 8.803888958446533, 1678.7514067646484, 0.022788885737825084, 0.01854428190586775, 0.014869256536254686, 'Healthcare', 1
