dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'hierarchical_sales/D/short', 'tabpfn_ts_local',-1, 30.875835346475817, 30.875835346475817, 2.3733689609762556, 0.7595217408358688, 0.6429384358958645, 1.0562287550220908, 8.033590720585755, 5.556602860244361, 1.704704221858376, 0.7281233137517993, 0.5933022190518654, 'Sales', 1
'hierarchical_sales/D/short', 'tabpfn_ts_local', 1, 28.92914443597561, 28.92914443597561, 2.346292352696104, 0.7599737437230089, 0.6417277814992943, 1.0252294962245505, 7.856522431828629, 5.378582009784327, 1.6500893963992296, 0.7198165101867969, 0.5849053356704965, 'Sales', 1
'hierarchical_sales/D/short', 'tabpfn_ts_local', 2, 29.354677407373917, 29.354677407373917, 2.328838800979873, 0.7550382907354191, 0.6333561117418883, 1.05777587890625, 8.023868522829922, 5.417995700198913, 1.6621810801381338, 0.7144619538066828, 0.5818815073289634, 'Sales', 1
'hierarchical_sales/D/short', 'tabpfn_ts_local', 3, 29.111392152619885, 29.111392152619885, 2.3761170518551054, 0.7668201562194825, 0.6277953031387884, 1.0165717387899182, 7.848062578324157, 5.395497396220286, 1.6552788496311774, 0.7289663976001598, 0.6134800337022226, 'Sales', 1
'hierarchical_sales/D/short', 'tabpfn_ts_local', 4, 29.897798031211245, 29.897798031211245, 2.3827280247196674, 0.7705564778177549, 0.6400120363665611, 1.0419753075828726, 7.3691484256124, 5.4678878949015814, 1.6774874529501864, 0.7309945708628993, 0.599383983342398, 'Sales', 1
'hierarchical_sales/D/short', 'tabpfn_ts_local', 5, 29.487298228219306, 29.487298228219306, 2.2988644685465327, 0.7451719935941121, 0.5911633474684626, 1.0350069800602004, 8.132705094577226, 5.43022082683746, 1.6659316136057294, 0.7052661605618413, 0.5767397086876985, 'Sales', 1
