PID,Dataset_1,Forecast Horizon_1,TS Amount_1,Windows_1,Dataset_2,Forecast Horizon_2,TS Amount_2,Windows_2,Dataset_3,Forecast Horizon_3,TS Amount_3,Windows_3,Dataset_4,Forecast Horizon_4,TS Amount_4,Windows_4,Dataset_5,Forecast Horizon_5,TS Amount_5,Windows_5,Dataset_6,Forecast Horizon_6,TS Amount_6,Windows_6,Dataset_7,Forecast Horizon_7,TS Amount_7,Windows_7,Dataset_8,Forecast Horizon_8,TS Amount_8,Windows_8,Dataset_9,Forecast Horizon_9,TS Amount_9,Windows_9,Dataset_10,Forecast Horizon_10,TS Amount_10,Windows_10,Dataset_11,Forecast Horizon_11,TS Amount_11,Windows_11,Dataset_12,Forecast Horizon_12,TS Amount_12,Windows_12,Dataset_13,Forecast Horizon_13,TS Amount_13,Windows_13,Time Limit,Learning Rate,Batch Size,L2-SP Lambda,Weight Decay,Total Time Spent,Initial Validation Loss,Best Validation Loss,Last Validation Loss,Total Steps,Best Step,Early Stopping Reason,Avg Time Per Step,Avg Device Utilization
39673118,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-05,32.0,0.0,0.0,2156.749256372452,0.362410051070177,0.35681827769436153,0.35681827769436153,10.0,9.0,Early stopping due no time.,215.67492892742158,49.0
39673119,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-05,32.0,0.0001,0.0,2159.23655629158,0.362410051070177,0.35641619587469675,0.35641619587469675,10.0,9.0,Early stopping due no time.,215.9236589193344,57.4
39673120,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-05,32.0,0.0015,0.0,2149.0438990592957,0.362410051070177,0.3568313763180373,0.3568313763180373,10.0,9.0,Early stopping due no time.,214.9043931722641,47.0
39673121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39673122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39673123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39673124,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,2.0,0.0,0.0,2390.856612920761,0.362410051070177,0.35855718530229025,0.35855718530229025,129.0,119.0,Early stopping due no time.,18.533774464629417,37.42635658914729
39673125,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,2.0,0.0001,0.0,2425.4239444732666,0.362410051070177,0.3578580485918874,0.3578580485918874,130.0,129.0,Early stopping due no time.,18.657108682852524,37.96923076923077
39673126,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,2.0,0.0015,0.0,2399.171130180359,0.362410051070177,0.3587384993174978,0.3587384993174978,129.0,119.0,Early stopping due no time.,18.59822653430377,37.91472868217054
39673127,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,4.0,0.0,0.0,2385.559117078781,0.362410051070177,0.3592050620683183,0.3592050620683183,67.0,59.0,Early stopping due no time.,35.60536070012335,45.492537313432834
39673128,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,4.0,0.0001,0.0,2384.2129147052765,0.362410051070177,0.35945255642423857,0.35945255642423857,67.0,59.0,Early stopping due no time.,35.58526808824112,45.64179104477612
39673129,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,4.0,0.0015,0.0,2371.424707174301,0.362410051070177,0.35970628240065283,0.35970628240065283,67.0,59.0,Early stopping due no time.,35.394399365382405,45.149253731343286
39673130,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,8.0,0.0,0.0,2375.982586622238,0.362410051070177,0.3591131221556662,0.36068120748530513,35.0,19.0,Early stopping due no time.,67.88521791866847,50.05714285714286
39673131,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,8.0,0.0001,0.0,2348.7018568515778,0.362410051070177,0.3588359680177202,0.36001551482154753,35.0,19.0,Early stopping due no time.,67.1057685647692,47.94285714285714
39673132,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,8.0,0.0015,0.0,2352.3850724697113,0.362410051070177,0.3592123805425153,0.3600724785038019,35.0,19.0,Early stopping due no time.,67.21100321497237,50.457142857142856
39673133,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,16.0,0.0,0.0,2290.297881603241,0.362410051070177,0.3620166793528764,0.3623782868312613,21.0,9.0,Early stopping due no time.,109.06180570239113,50.42857142857143
39673134,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,16.0,0.0001,0.0,2289.781338453293,0.362410051070177,0.36218106025400953,0.36218106025400953,21.0,19.0,Early stopping due no time.,109.0372085911887,45.38095238095238
39673135,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,16.0,0.0015,0.0,2297.2120916843414,0.362410051070177,0.36208522154202666,0.36208522154202666,21.0,19.0,Early stopping due no time.,109.39105376743134,51.23809523809524
39673136,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,32.0,0.0,0.0,2164.6983387470245,0.362410051070177,0.362410051070177,0.36353168230557514,10.0,0.0,Early stopping due no time.,216.4698371887207,53.5
39673137,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,32.0,0.0001,0.0,2155.4461925029755,0.362410051070177,0.362410051070177,0.3628910012226484,10.0,0.0,Early stopping due no time.,215.54462251663207,51.5
39673138,SZ_TAXI/H,48.0,312.0,1.0,electricity/H,48.0,7380.0,1.0,electricity/W,8.0,1104.0,1.0,LOOP_SEATTLE/D,30.0,646.0,1.0,hospital,12.0,767.0,1.0,solar/W,8.0,137.0,1.0,us_births/D,30.0,20.0,1.0,M_DENSE/D,30.0,90.0,1.0,covid_deaths,30.0,226.0,1.0,SZ_TAXI/15T,48.0,1092.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,hierarchical_sales/D,30.0,826.0,1.0,saugeenday/W,8.0,20.0,1.0,2400.0,5e-06,32.0,0.0015,0.0,2182.441861629486,0.362410051070177,0.362410051070177,0.36290929016596946,10.0,0.0,Early stopping due no time.,218.24418942928315,56.1
39673139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39673140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39673141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
