dataset,model,finetuning_place, eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
'electricity/W/short', 'tabpfn_ts_local',-1, 56942168792.562164, 56942168792.562164, 30124.38859797297, 1.5563450650252646, 0.1408282450482815, 0.09938760909948263, 11.973401381852149, 238625.58285431628, 0.5444648518396993, 0.06873391603099946, 0.054018569137486365, 'Energy', 1
'electricity/W/short', 'tabpfn_ts_local', 1, 74827489176.67747, 74827489176.67747, 32497.06661036036, 1.616533936812741, 0.2433919110091211, 0.10544127569542275, 15.064842302315535, 273546.13719933515, 0.6241420357367358, 0.07414758445257225, 0.059336725240663996, 'Energy', 1
'electricity/W/short', 'tabpfn_ts_local', 2, 46246318035.71892, 46246318035.71892, 29019.31635698198, 1.5590342464926628, 0.19330948181652463, 0.10256112883756827, 13.778220253688735, 215049.57111261328, 0.4906721713300238, 0.06621250576657424, 0.051636986121429175, 'Energy', 1
'electricity/W/short', 'tabpfn_ts_local', 3, 78853176704.6919, 78853176704.6919, 29961.756418918918, 1.646643540931801, 0.1925618416793092, 0.10797582746626021, 14.197201163045591, 280808.07806167525, 0.6407113888982388, 0.06836284305460744, 0.05582186416569222, 'Energy', 1
'electricity/W/short', 'tabpfn_ts_local', 4, 60356107478.48649, 60356107478.48649, 30742.17311373874, 1.6251643511274316, 0.22562696198658314, 0.10383310108571439, 14.71471805954408, 245674.80025123962, 0.5605488402356328, 0.07014349647422721, 0.05427461945146435, 'Energy', 1
'electricity/W/short', 'tabpfn_ts_local', 5, 68451115946.20541, 68451115946.20541, 30608.15456081081, 1.6142254548933876, 0.24381567362635304, 0.10631485683423979, 14.596271842719721, 261631.6417144635, 0.5969570879146248, 0.06983771035234178, 0.055501822618778056, 'Energy', 1
